host_location,host_response_time,host_is_superhost,host_neighbourhood,host_total_listings_count,host_identity_verified,neighbourhood_cleansed,property_type,accommodates,bedrooms,amenities,price,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month,amenities_count
Thailand,within an hour,f,Phra Khanong ,16.0,t,Phra Khanong,Private room in rental unit,6,2.0,"[""Exterior security cameras on property"", ""TV"", ""Wifi"", ""Fire extinguisher"", ""Long term stays allowed"", ""Dedicated workspace"", ""Lock on bedroom door"", ""Free washer \u2013 In building"", ""Baby bath - available upon request"", ""Smoke alarm"", ""Air conditioning"", ""Free parking on premises"", ""Kitchen""]",1504.0,0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13
"Bangkok, Thailand",within an hour,t,other,117.0,t,Lat Phrao,Entire home,16,6.0,"[""Fire extinguisher"", ""Smoke alarm"", ""BBQ grill"", ""Iron"", ""Air conditioning"", ""Hot water"", ""Wifi"", ""Dedicated workspace"", ""Hair dryer"", ""Shampoo"", ""Outdoor dining area"", ""Long term stays allowed"", ""Free parking on premises"", ""Outdoor kitchen"", ""TV"", ""Hangers"", ""Crib"", ""Building staff"", ""Cooking basics"", ""Essentials"", ""Self check-in"", ""Kitchen""]",8764.0,0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,22
unknown,within an hour,f,Moo 1,154.0,t,Bang Phlat,Private room in rental unit,4,1.0,"[""Luggage dropoff allowed"", ""Washer"", ""Pets allowed"", ""Fire extinguisher"", ""Smoke alarm"", ""Air conditioning"", ""Room-darkening shades"", ""Bed linens"", ""Hot water"", ""Wifi"", ""Dedicated workspace"", ""Hair dryer"", ""Shampoo"", ""Extra pillows and blankets"", ""Exterior security cameras on property"", ""Long term stays allowed"", ""Free parking on premises"", ""TV"", ""Hangers"", ""Clothing storage"", ""Lock on bedroom door"", ""Building staff"", ""Essentials"", ""Self check-in""]",834.0,2,3.5,3.5,4.0,4.5,4.5,4.0,4.5,0.1,24
"Bangkok, Thailand",within an hour,t,other,91.0,t,Bang Phlat,Entire rental unit,2,1.0,"[""Dining table"", ""Shared gym"", ""Refrigerator"", ""Elevator"", ""Outdoor shower"", ""Washer"", ""Lake access"", ""Shared backyard"", ""Smoke alarm"", ""Drying rack for clothing"", ""Air conditioning"", ""Room-darkening shades"", ""Bed linens"", ""Sun loungers"", ""Hot water"", ""City skyline view"", ""Dedicated workspace"", ""Hair dryer"", ""Mini golf"", ""Exercise equipment"", ""Garden view"", ""Microwave"", ""Extra pillows and blankets"", ""Dishes and silverware"", ""Waterfront"", ""Pool table"", ""Outdoor dining area"", ""Clothing storage: closet"", ""Free parking on premises"", ""TV"", ""Hangers"", ""Bay view"", ""Other induction stove"", ""Hot water kettle"", ""Pool"", ""Canal view"", ""Kitchen""]",580.0,1,5.0,5.0,5.0,5.0,5.0,4.0,5.0,0.41,37
"Dallas, TX",within an hour,f,Moo 7,49.0,t,Bang Sue,Entire rental unit,3,1.0,"[""Dining table"", ""Stove"", ""Refrigerator"", ""Shower gel"", ""Body soap"", ""Elevator"", ""Laundromat nearby"", ""Iron"", ""Cleaning products"", ""Air conditioning"", ""Private patio or balcony"", ""Bed linens"", ""Cleaning available during stay"", ""Hot water"", ""Portable fans"", ""City skyline view"", ""Conditioner"", ""Wifi"", ""Toaster"", ""Hair dryer"", ""Shampoo"", ""Exercise equipment"", ""Clothing storage: wardrobe"", ""Microwave"", ""Keypad"", ""Dishes and silverware"", ""Self check-in"", ""Paid parking on premises"", ""Long term stays allowed"", ""TV"", ""Hangers"", ""Blender"", ""Shared gym in building"", ""Pool"", ""Cooking basics"", ""Essentials"", ""Rice maker"", ""Kitchen""]",750.0,6,5.0,5.0,5.0,5.0,4.83,4.83,5.0,0.3,38
unknown,N/A,f,other,1.0,t,Chatu Chak,Private room in rental unit,1,1.0,"[""Exterior security cameras on property"", ""TV"", ""Hot tub"", ""Dedicated workspace"", ""Washer"", ""Lock on bedroom door"", ""Pool"", ""Smoke alarm"", ""Exercise equipment"", ""Air conditioning"", ""Kitchen""]",20000.0,0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11
"Bangkok, Thailand",within an hour,t,Din Daeng/Huai Khwang,11.0,t,Huai Khwang,Entire rental unit,4,2.0,"[""Dining table"", ""Refrigerator"", ""Shower gel"", ""Elevator"", ""Bidet"", ""Free residential garage on premises"", ""Fire extinguisher"", ""Smoke alarm"", ""Iron"", ""Air conditioning"", ""Bed linens"", ""Hot water"", ""Wifi"", ""Dedicated workspace"", ""Hair dryer"", ""Shampoo"", ""Free washer \u2013 In unit"", ""Microwave"", ""Keypad"", ""Exterior security cameras on property"", ""Dishes and silverware"", ""Induction stove"", ""Long term stays allowed"", ""TV"", ""Hangers"", ""Shared outdoor pool - available all year, open specific hours, rooftop"", ""Shared gym in building"", ""Hot water kettle"", ""Clothing storage"", ""Essentials"", ""Self check-in"", ""Kitchen""]",2500.0,3,5.0,5.0,4.67,5.0,5.0,4.67,5.0,0.2,34
"Bangkok, Thailand",within an hour,t,other,38.0,t,Sathon,Entire rental unit,2,1.0,"[""Dining table"", ""Luggage dropoff allowed"", ""Shower gel"", ""Elevator"", ""Mosquito net"", ""Paid dryer \u2013 In building"", ""Bidet"", ""Laundromat nearby"", ""Mitsubishi refrigerator"", ""Pets allowed"", ""Smoke alarm"", ""Fire extinguisher"", ""Drying rack for clothing"", ""43 inch HDTV with Netflix, standard cable"", ""Iron"", ""Cleaning products"", ""Bed linens"", ""Private patio or balcony"", ""Cleaning available during stay"", ""Hot water"", ""Hair dryer"", ""Shampoo"", ""Fast wifi \u2013 306 Mbps"", ""Free washer \u2013 In unit"", ""Clothing storage: wardrobe"", ""Microwave"", ""Extra pillows and blankets"", ""Dishes and silverware"", ""Essentials"", ""Ceiling fan"", ""Long term stays allowed"", ""Freezer"", ""Imaflex induction stove"", ""Hangers"", ""Hot water kettle"", ""Building staff"", ""Free residential garage on premises \u2013 1 space"", ""Cooking basics"", ""Wine glasses"", ""AC - split type ductless system"", ""Self check-in"", ""Kitchen""]",1080.0,27,4.67,4.7,4.93,4.93,4.85,4.59,4.73,1.29,43
unknown,within an hour,f,Moo 1,154.0,t,Bang Phlat,Private room in rental unit,4,1.0,"[""Luggage dropoff allowed"", ""Washer"", ""Pets allowed"", ""Fire extinguisher"", ""Smoke alarm"", ""Air conditioning"", ""Hot water"", ""Wifi"", ""Dedicated workspace"", ""Hair dryer"", ""Shampoo"", ""Exterior security cameras on property"", ""Dryer"", ""Outdoor dining area"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""TV"", ""Hangers"", ""Lock on bedroom door"", ""Smoking allowed"", ""Pool"", ""Essentials"", ""First aid kit"", ""Kitchen""]",675.0,1,4.0,4.0,5.0,5.0,5.0,4.0,5.0,0.39,25
"Bangkok, Thailand",within an hour,t,other,4.0,t,Bang Na,Entire condo,1,1.0,"[""Dining table"", ""Refrigerator"", ""Shower gel"", ""Elevator"", ""Host greets you"", ""Washer"", ""Paid dryer \u2013 In building"", ""Bidet"", ""Fire extinguisher"", ""Smoke alarm"", ""Drying rack for clothing"", ""Cleaning products"", ""Air conditioning"", ""Private patio or balcony"", ""Cleaning available during stay"", ""Hot water"", ""Wifi"", ""Shared gym nearby"", ""Dedicated workspace"", ""Hair dryer"", ""Shampoo"", ""Free street parking"", ""Microwave"", ""Dishes and silverware"", ""14 inch TV with standard cable"", ""Long term stays allowed"", ""Clothing storage: closet"", ""Hangers"", ""Hot water kettle"", ""Essentials"", ""Kitchen""]",442.0,6,5.0,5.0,5.0,5.0,5.0,5.0,4.83,0.34,31
unknown,within an hour,f,Moo 1,154.0,t,Bang Phlat,Private room in rental unit,4,1.0,"[""Luggage dropoff allowed"", ""Body soap"", ""Washer"", ""Bidet"", ""Pets allowed"", ""Fire extinguisher"", ""Smoke alarm"", ""Cleaning products"", ""Air conditioning"", ""Hot water"", ""Wifi"", ""Dedicated workspace"", ""Hair dryer"", ""Shampoo"", ""Exterior security cameras on property"", ""Dishes and silverware"", ""Heating - split type ductless system"", ""Long term stays allowed"", ""Free parking on premises"", ""TV"", ""Hangers"", ""Free dryer \u2013 In unit"", ""Lock on bedroom door"", ""Smoking allowed"", ""Cooking basics"", ""Essentials"", ""Kitchen""]",540.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.37,27
unknown,within an hour,f,other,6.0,t,Huai Khwang,Private room in rental unit,2,1.0,"[""Exterior security cameras on property"", ""TV"", ""Wifi"", ""Fire extinguisher"", ""Dedicated workspace"", ""Washer"", ""Lock on bedroom door"", ""Self check-in"", ""Building staff"", ""Pool"", ""Smoke alarm"", ""Exercise equipment"", ""Private entrance"", ""Air conditioning"", ""Free parking on premises"", ""Kitchen""]",1710.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.73,16
"Bangkok Noi, Thailand",within an hour,,other,25.0,t,Bangkok Noi,Shared room in home,1,1.0,"[""Pets allowed"", ""Self check-in"", ""Lockbox""]",39.0,6,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.48,3
"Bangkok, Thailand",within an hour,f,Ratchathewi/Phaya Thai,59.0,t,Huai Khwang,Entire rental unit,6,3.0,"[""Stove"", ""Refrigerator"", ""Elevator"", ""Washer"", ""Smoke alarm"", ""Air conditioning"", ""Hot water"", ""Wifi"", ""Hair dryer"", ""Shampoo"", ""Exercise equipment"", ""Microwave"", ""Exterior security cameras on property"", ""Dishes and silverware"", ""Gym"", ""TV"", ""Hot water kettle"", ""Pool"", ""Essentials"", ""Kitchen""]",2598.0,1,5.0,4.0,4.0,4.0,5.0,3.0,4.0,0.05,20
"Bangkok, Thailand",within an hour,f,other,50.0,t,Huai Khwang,Entire rental unit,6,3.0,"[""Dining table"", ""Stove"", ""Refrigerator"", ""Elevator"", ""Washer"", ""Smoke alarm"", ""Air conditioning"", ""Hot water"", ""Wifi"", ""Hair dryer"", ""Shampoo"", ""Microwave"", ""Exterior security cameras on property"", ""Dishes and silverware"", ""Gym"", ""TV"", ""Hangers"", ""Hot water kettle"", ""Clothing storage"", ""Pool"", ""Essentials"", ""Kitchen""]",2898.0,5,5.0,5.0,4.75,5.0,5.0,5.0,5.0,0.31,22
"Bangkok, Thailand",within an hour,f,Lower Sukhumvit,131.0,t,Vadhana,Entire rental unit,2,1.0,"[""Bathtub"", ""Dining table"", ""Electric stove"", ""Refrigerator"", ""Shower gel"", ""Body soap"", ""Crib - available upon request"", ""Elevator"", ""Washer"", ""Smoke alarm"", ""Fire extinguisher"", ""Drying rack for clothing"", ""Iron"", ""Cleaning products"", ""Room-darkening shades"", ""Bed linens"", ""Air conditioning"", ""Private entrance"", ""Hot water"", ""Wifi"", ""Dedicated workspace"", ""Shared patio or balcony"", ""Hair dryer"", ""Shampoo"", ""Exercise equipment"", ""Microwave"", ""Extra pillows and blankets"", ""Dishes and silverware"", ""Bread maker"", ""Single level home"", ""Hot tub"", ""First aid kit"", ""Self check-in"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""TV"", ""Hangers"", ""Shared gym in building"", ""Ethernet connection"", ""Hot water kettle"", ""Building staff"", ""Safe"", ""Pool"", ""Cooking basics"", ""Wine glasses"", ""Essentials"", ""Rice maker"", ""Clothing storage: closet and dresser"", ""Kitchen""]",1500.0,23,4.7,4.65,4.43,4.43,4.65,4.74,4.48,1.12,50
"Bangkok, Thailand",within an hour,f,other,135.0,t,Vadhana,Entire rental unit,6,3.0,"[""Dining table"", ""Luggage dropoff allowed"", ""Refrigerator"", ""Shower gel"", ""Body soap"", ""Crib - available upon request"", ""Other electric stove"", ""Elevator"", ""Washer"", ""Paid parking garage on premises"", ""Shared backyard"", ""Smoke alarm"", ""Fire extinguisher"", ""Drying rack for clothing"", ""Iron"", ""Clothing storage: wardrobe and dresser"", ""Cleaning products"", ""Room-darkening shades"", ""Bed linens"", ""Air conditioning"", ""Private patio or balcony"", ""Hot water"", ""Wifi"", ""Dedicated workspace"", ""Hair dryer"", ""Shampoo"", ""Microwave"", ""Extra pillows and blankets"", ""Dishes and silverware"", ""Housekeeping available every day - available at extra cost"", ""Bread maker"", ""Self check-in"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""TV"", ""Hangers"", ""Ethernet connection"", ""Hot water kettle"", ""Building staff"", ""Safe"", ""Cooking basics"", ""Wine glasses"", ""Essentials"", ""Rice maker"", ""First aid kit"", ""Kitchen""]",5500.0,26,4.35,4.42,4.58,4.31,4.5,4.62,4.27,1.25,46
"Bangkok, Thailand",a few days or more,,other,13.0,t,Huai Khwang,Entire rental unit,2,1.0,"[""TV"", ""Hot tub"", ""Wifi"", ""Fire extinguisher"", ""Pool table"", ""Dedicated workspace"", ""Washer"", ""Pool"", ""Smoke alarm"", ""Exercise equipment"", ""First aid kit"", ""Air conditioning"", ""Free parking on premises"", ""Kitchen""]",2030.0,0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14
"Bangkok, Thailand",a few days or more,,other,13.0,t,Bang Sue,Entire rental unit,2,1.0,"[""TV"", ""Hot tub"", ""Wifi"", ""Fire extinguisher"", ""Dedicated workspace"", ""Washer"", ""Pool"", ""Smoke alarm"", ""Exercise equipment"", ""First aid kit"", ""Free parking on premises"", ""Kitchen""]",1285.0,0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12
"Bangkok, Thailand",within an hour,t,other,21.0,t,Khlong Toei,Private room in rental unit,2,1.0,"[""Dining table"", ""Luggage dropoff allowed"", ""Refrigerator"", ""Shower gel"", ""Heating"", ""Washer"", ""Mosquito net"", ""Laundromat nearby"", ""Smoke alarm"", ""Fire extinguisher"", ""Drying rack for clothing"", ""Iron"", ""Air conditioning"", ""Private entrance"", ""Cleaning available during stay"", ""Hot water"", ""Wifi"", ""City skyline view"", ""Conditioner"", ""Dedicated workspace"", ""Movie theater"", ""Hair dryer"", ""Shampoo"", ""Microwave"", ""Kitchenette"", ""Exterior security cameras on property"", ""Dishes and silverware"", ""Keypad"", ""Coffee"", ""Dryer"", ""Board games"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""TV"", ""Hangers"", ""Mini fridge"", ""Dishwasher"", ""Essentials"", ""Self check-in"", ""Coffee maker"", ""First aid kit""]",863.0,28,4.86,4.93,4.89,4.82,4.82,4.93,4.89,1.34,41
"Bangkok, Thailand",within an hour,t,other,21.0,t,Khlong Toei,Private room in rental unit,2,1.0,"[""Dining table"", ""Luggage dropoff allowed"", ""Refrigerator"", ""Shower gel"", ""Heating"", ""Washer"", ""Mosquito net"", ""Laundromat nearby"", ""Smoke alarm"", ""Fire extinguisher"", ""Drying rack for clothing"", ""Iron"", ""Air conditioning"", ""Private entrance"", ""Cleaning available during stay"", ""Hot water"", ""Wifi"", ""City skyline view"", ""Conditioner"", ""Dedicated workspace"", ""Movie theater"", ""Hair dryer"", ""Shampoo"", ""Microwave"", ""Kitchenette"", ""Exterior security cameras on property"", ""Dishes and silverware"", ""Keypad"", ""Coffee"", ""Dryer"", ""Board games"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""TV"", ""Hangers"", ""Mini fridge"", ""Dishwasher"", ""Essentials"", ""Self check-in"", ""Coffee maker"", ""First aid kit""]",803.0,28,4.79,4.86,4.89,4.89,4.93,4.89,4.89,1.37,41
"Bangkok, Thailand",within an hour,f,other,8.0,t,Vadhana,Entire home,7,3.0,"[""Dining table"", ""Luggage dropoff allowed"", ""Window AC unit"", ""Electric stove"", ""Refrigerator"", ""Shower gel"", ""Body soap"", ""Outdoor furniture"", ""BBQ grill"", ""Drying rack for clothing"", ""Iron"", ""Cleaning products"", ""Room-darkening shades"", ""Private patio or balcony"", ""Cleaning available during stay"", ""Hot water"", ""Wifi"", ""Conditioner"", ""Lockbox"", ""Dedicated workspace"", ""Children\u2019s dinnerware"", ""Hair dryer"", ""Shampoo"", ""Exercise equipment"", ""Free washer \u2013 In unit"", ""Garden view"", ""Microwave"", ""Extra pillows and blankets"", ""Dishes and silverware"", ""Outdoor dining area"", ""Trash compactor"", ""Clothing storage: closet"", ""TV"", ""High chair"", ""Hangers"", ""Hot water kettle"", ""Smoking allowed"", ""Private backyard \u2013 Fully fenced"", ""Cooking basics"", ""Wine glasses"", ""Essentials"", ""Self check-in"", ""AC - split type ductless system"", ""Kitchen""]",2853.0,73,4.86,4.77,4.7,4.92,4.96,4.64,4.79,3.58,44
unknown,within an hour,t,other,9.0,t,Vadhana,Entire rental unit,2,1.0,"[""Dining table"", ""Luggage dropoff allowed"", ""Refrigerator"", ""Shower gel"", ""Elevator"", ""Paid dryer \u2013 In building"", ""Shared backyard"", ""Smoke alarm"", ""Fire extinguisher"", ""Drying rack for clothing"", ""Iron"", ""Cleaning products"", ""Air conditioning"", ""Bed linens"", ""Shared pool"", ""Hot water"", ""Wifi"", ""Dedicated workspace"", ""Hair dryer"", "". shampoo"", ""Exercise equipment"", ""Microwave"", ""Exterior security cameras on property"", ""Dishes and silverware"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Freezer"", ""TV"", ""Hangers"", ""Lux body soap"", ""Shared gym in building"", ""Children's playroom"", ""Hot water kettle"", ""Free washer"", ""Clothing storage"", ""Cooking basics"", ""Essentials"", ""Kitchen""]",1936.0,31,5.0,4.97,4.87,4.97,4.97,4.9,4.84,1.59,39
"Bangkok, Thailand",a few days or more,f,other,1.0,t,Ratchathewi,Private room in rental unit,2,1.0,"[""Exterior security cameras on property"", ""TV"", ""Washer"", ""Pool"", ""Exercise equipment"", ""Air conditioning"", ""Free parking on premises"", ""Kitchen""]",1400.0,0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8
"Bangkok, Thailand",a few days or more,,other,13.0,t,Huai Khwang,Entire rental unit,2,1.0,"[""TV"", ""Wifi"", ""Fire extinguisher"", ""Dedicated workspace"", ""Washer"", ""Pool"", ""Smoke alarm"", ""Air conditioning"", ""Free parking on premises"", ""Kitchen""]",1015.0,0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10
"Bangkok, Thailand",within an hour,t,other,85.0,t,Phra Khanong,Entire rental unit,3,1.0,"[""TV"", ""High chair"", ""Hangers"", ""Hot water"", ""Dryer"", ""Wifi"", ""Lockbox"", ""Elevator"", ""Dedicated workspace"", ""Washer"", ""Hair dryer"", ""Self check-in"", ""Shampoo"", ""Essentials"", ""Smoke alarm"", ""Iron"", ""Air conditioning"", ""Kitchen""]",779.0,14,4.79,4.79,4.57,4.86,4.93,4.86,4.79,0.69,18
"Bangkok, Thailand",within an hour,t,other,85.0,t,Phra Khanong,Entire rental unit,3,1.0,"[""TV"", ""High chair"", ""Hangers"", ""Hot water"", ""Dryer"", ""Wifi"", ""Elevator"", ""Dedicated workspace"", ""Washer"", ""Hair dryer"", ""Shampoo"", ""Essentials"", ""Smoke alarm"", ""Exercise equipment"", ""Iron"", ""Air conditioning"", ""Kitchen""]",896.0,4,4.75,5.0,4.75,4.25,5.0,5.0,4.75,0.2,17
"Bangkok, Thailand",within an hour,t,other,18.0,t,Phasi Charoen,Entire rental unit,2,1.0,"[""Sharp refrigerator"", ""Dining table"", ""Fast wifi \u2013 510 Mbps"", ""Shower gel"", ""Body soap"", ""Elevator"", ""Host greets you"", ""Paid dryer \u2013 In building"", ""Paid crib - available upon request"", ""Smoke alarm"", ""Fire extinguisher"", ""Drying rack for clothing"", ""Iron"", ""Cleaning products"", ""Room-darkening shades"", ""Bed linens"", ""Air conditioning"", ""Cleaning available during stay"", ""Hot water"", ""Toaster"", ""City skyline view"", ""Conditioner"", ""Hair dryer"", ""Shampoo"", ""Free washer \u2013 In unit"", ""Exercise equipment"", ""Microwave"", ""Extra pillows and blankets"", ""Dishes and silverware"", ""Coffee"", ""Coffee maker: drip coffee maker"", ""Paid parking on premises"", ""Trash compactor"", ""Long term stays allowed"", ""Clothing storage: closet"", ""Carbon monoxide alarm"", ""Hangers"", ""Blender"", ""Shared outdoor pool - available all year, open specific hours, rooftop"", ""Shared gym in building"", ""43 inch HDTV with premium cable, Disney+, Apple TV, Amazon Prime Video, Netflix, standard cable"", ""Ethernet connection"", ""Hot water kettle"", ""Cooking basics"", ""Wine glasses"", ""Essentials"", ""Rice maker"", ""Canal view"", ""First aid kit"", ""Kitchen""]",1190.0,4,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.31,57
"Bangkok, Thailand",within an hour,f,other,1.0,t,Bang Na,Entire condo,2,1.0,"[""Dining table"", ""Refrigerator"", ""Shower gel"", ""Body soap"", ""Gym in building"", ""Host greets you"", ""Washer"", ""Mosquito net"", ""River view"", ""Smoke alarm"", ""Drying rack for clothing"", ""Iron"", ""Air conditioning"", ""Room-darkening shades"", ""Bed linens"", ""Hot water"", ""Wifi"", ""City skyline view"", ""Dedicated workspace"", ""Hair dryer"", ""Shampoo"", ""Sauna"", ""Exercise equipment"", ""Microwave"", ""Dishes and silverware"", ""Paid parking on premises"", ""Carbon monoxide alarm"", ""TV"", ""Hangers"", ""Pool"", ""Cooking basics"", ""Essentials"", ""First aid kit"", ""Kitchen""]",1080.0,3,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.15,34
